,author,dish,type,inglst,time_prep,time_cook,tags,ingredients,servings,rating_star,rating_num,meta_description
361,Sally Vargas,Chicken Noodle Casserole,chicken,"['skin', 'bone', 'corns', 'egg', 'noodles', 'celery', 'purpose', 'milk', 'jar', 'pimentos', 'cheddar', 'cheese']",40,30,"['favorite winter', 'casserole', 'comfort food']","2 pounds skin-on, bone-in chicken breast,4 cups low-sodium ,4 black peppercorns,3 1/2 teaspoons salt, divided,1 bay leaf,2 parsley sprigs, divided,12 ounces extra-wide egg noodles,1/2 medium onion, finely chopped,2 stalks celery, finely chopped,Pinch of ground black pepper,4 tablespoons (1/2 stick) unsalted butter, at room temperature,6 tablespoons all-purpose flour,1/3 cup whole milk,1/3 cup sour cream,1 (4-ounce) jar chopped pimentos, drained,2 cups (8 ounces) grated sharp cheddar cheese",6 to 8 servings,,,"This Chicken Noodle Casserole is sure to hit the spot, especially if you’re looking to feed a family, satisfy that comfort food craving, or have leftovers to last the week. No canned cream of anything in this casserole. It’s from scratch and 100 percent delicious. "
362,Aaron Hutcherson,Roasted Chicken Thighs with Fennel and Orange,chicken,"['bone', 'skin', 'chicken', 'thighs', 'bulbs', 'fennel', 'size', 'fist', 'orange', 'quarter', 'rounds', 'microplane', 'optional']",10,45,"['chicken', 'chicken thigh', 'fennel']","4 bone-in, skin-on chicken thighs (about 1 1/2 pounds),2 bulbs fennel (about the size of your fist),3 tablespoons olive oil, divided,2 teaspoons kosher salt, divided,1/2 teaspoon ground black pepper, divided,1 navel orange, scrubbed clean and sliced into quarter-inch rounds,2 cloves garlic, grated with a microplane or finely minced,2 teaspoons roughly chopped fresh thyme leaves, plus 6 whole sprigs (optional)",2 to 4 servings,5,9.0,"Roast chicken, fennel, and orange come together in this makes a bright, flavorful one-pot skillet dinner. Serve it with rice, farro, quinoa or barley for an easy meal."
363,Elise Bauer,Roasted Garlic Chicken,chicken,"['roasting', 'chicken']",5,60,"['dinner', 'low carb', 'paleo', 'chicken']","1/2 cup ,2 cups water,1 tablespoon salt,1/2 teaspoon freshly ground black pepper,1 tablespoon extra virgin olive oil,1/2 lemon, cut into 4 wedges,2 bay leaves,1 (3-4 pound) whole roasting chicken",Serves 4,5,10.0,"Roasted garlic chicken recipe, whole chicken, brined in a garlic salt brine, then roasted."
364,Elise Bauer,Chicken Peanut Curry,chicken,"['boneless', 'skinless', 'bone', 'flavor', 'curry', 'peppercorns', 'serrano', 'chili', 'peppers', 'peanut', 'peanuts', 'onions', 'greens', 'juice']",15,45,"['video', 'dinner', 'african', 'chicken', 'curry']","3 pounds boneless, skinless chicken pieces (or you can use bone-in for added flavor), cut into 1 1/2 inch wide chunks or strips,2/3 cup all purpose flour,4 tablespoons yellow curry powder,1 1/2 teaspoons sea salt,1/2 teaspoon freshly ground peppercorns,1/3 cup extra virgin olive oil,2 tablespoons fresh ginger, minced,2 tablespoons garlic, minced,2 serrano chili peppers, seeded, de-veined, minced,4 cups chicken broth,2/3 cup peanut butter (if using freshly ground peanuts, add 2 teaspoons of sugar),1 teaspoon ground coriander seeds,8 green onions, chopped, greens included,1/3 cup each finely chopped mint and cilantro,3 tablespoons lime juice",Serves 6-8,5,23.0,"West African inspired chicken peanut curry, with lime, coriander seed, onion, cilantro, mint, ginger, chili, peanuts, and chicken."
365,Elise Bauer,Grilled Moroccan Chicken,chicken,"['yogurt', 'lemon', 'juice', 'cinnamon', 'boneless', 'chicken', 'breasts']",5,15,"['moroccan cuisine', 'gluten-free', 'low carb', 'chicken']","1/2 cup plain yogurt,1 Tbsp lemon juice,1/2 cup chopped fresh cilantro,1 tablespoon extra virgin olive oil,2 cloves garlic, minced,1 1/2 teaspoons ground cumin,1 teaspoon paprika,1/2 teaspoon ground cinnamon,1/2 teaspoon salt,1/2 teaspoon freshly ground black pepper,1 1/2 pounds skinless, boneless chicken breasts",Serves 4,5,16.0,"Skinless boneless chicken breasts marinated in yogurt with garlic, cumin, and paprika, then grilled."
366,Hank Shaw,"Chicken Drumsticks, Ethiopian Style",chicken,"['chicken', 'wings', 'peanut', 'lemons', 'cayenne', 'onion', 'fenugreek', 'cardamom']",10,120,"['african', 'gluten-free', 'low carb', 'chicken drumstick']","3-4 pounds chicken legs, thighs or wings,2 Tbsp peanut oil, or melted butter (or ghee),Salt,Lemons or limes for serving,2 Tbsp sweet paprika,1 Tbsp hot paprika, or 1-2 teaspoons cayenne,2 teaspoons garlic powder,1 teaspoon ground ginger,1 teaspoon ground cumin,1 teaspoon onion powder,1 teaspoon black pepper,1 teaspoon ground fenugreek,1/2 teaspoon salt,1/2 teaspoon ground cardamom,1/4 teaspoon ground cloves",Serves 6-8,5,4.0,Slow-cooked chicken drumsticks coated in Ethiopian style berbere spice.
367,Sally Vargas,Chicken Stew with Tomatillo Sauce,chicken,"['poblano', 'chiles', 'onion', 'bone', 'skin', 'chicken', 'creamer', 'potatoes', 'yukon', 'gold', 'potatoes', 'bell', 'pepper', 'corn', 'kernels', 'lime', 'tortillas', 'rice']",15,45,"['soup and stew', 'southwestern', 'gluten-free', 'paleo']","12 tomatillos (about 1 1/2 pounds),1 large or 2 small poblano chiles,2 cloves garlic, peeled,1/4 large white onion, sliced,1 cup loosely packed cilantro leaves,Salt to taste,8 bone-in, skin-on chicken thighs (about 3 pounds),Salt and pepper, to taste,2 tablespoons olive oil,1 pound small creamer potatoes (small Yukon gold or red potatoes), halved,1 red bell pepper, seeded and cut into thin strips,1/4 cup or more water,2 cups corn kernels, fresh or frozen,1/2 cup chicken stock or broth,Cilantro, for garnish,1 lime, quartered, for garnish,Tortillas or rice, for serving",4 to 6 servings,,,"Easy stovetop chicken stew with tomatillo sauce, potatoes, corn, and peppers. Perfect for a late-summer dinner."
368,Elise Bauer,Herb Stuffed Roast Chicken,chicken,"['chicken', 'herbs', 'marjoram']",15,60,"['low carb', 'paleo', 'roast chicken']","One 5 pound chicken,Salt,Freshly ground black pepper,3/4 cup loosely packed fresh herbs (basil, parsley, thyme, marjoram or oregano), finely chopped,2 tablespoon extra virgin olive oil,1 lemon, halved,4 bay leaves,1 sprig of fresh rosemary",Serves 4 to 5,5,4.0,"Whole roasted chicken, infused with fresh herbs - parsley, basil, thyme, oregano."
369,Hank Shaw,Grilled Cornish Game Hens,chicken,['game'],40,25,"['dinner', 'grill', 'paleo', 'cornish game hen']","4 game hens,Olive oil,Salt and black pepper,Lemon wedges (optional)",Serves 4-6,5,2.0,"Cornish game hens are first butterflied (spatchcocked), then grilled flattened, with the weight of a brick. Perfect for entertaining!"
370,Sally Vargas,Soba Noodle Soup with Chicken and Bok Choy,chicken,"['chicken', 'chicken', 'broth', 'boneless', 'skinless', 'breast', 'juice', 'thai', 'thai', 'sweet', 'chili', 'soba', 'buckwheat', 'noodles', 'choy', 'scallions', 'lime', 'pepper']",10,20,"['dinner', 'soup and stew', 'quick and easy']","8 cups chicken stock, or low-sodium chicken broth,1 boneless skinless chicken breast (about 12 ounces),2-inch piece of fresh ginger, finely chopped (about 2 tablespoons),1/4 cup lime juice,2 tablespoons Thai fish sauce,3 tablespoons Thai sweet red chili sauce,1 tablespoon brown sugar,8 ounces soba (buckwheat) noodles,4 baby bok choy, cut into 1-inch slices, or halved lengthwise,6 scallions, thinly sliced,A few sprigs Thai basil, mint or cilantro, for garnish,Lime wedges, to serve,Red pepper flakes, for garnish",4 servings,5,1.0,"This soba noodle soup with chicken and baby bok choy is speedy comfort food! Seasoned with ginger, lime, scallions, and herbs. A true 30-minute meal."
371,Elise Bauer,Roast Chicken with Apricot Glaze,chicken,"['chicken', 'apricot', 'preserves']",10,60,"['dinner', 'gluten-free', 'chicken']","2 teaspoons ground cumin,1/2 teaspoon ground cinnamon,1 1/2 teaspoon kosher salt,1 4-pound (1.8 kg) whole chicken,1 tablespoon extra virgin olive oil,1/3 cup (80 ml) apricot preserves",Serves 4,5,4.0,Easiest way to dress up roast chicken? Glaze with apricot preserves!
372,Nick Evans,Sous Vide Chicken and Broccoli,chicken,"['chicken', 'breasts', 'broccoli', 'florets', 'sea', 'table']",20,120,"['dinner', 'sous vide', 'broccoli', 'chicken']","4 medium chicken breasts (6 to 8 ounces each),1 teaspoon salt,1/4 teaspoon black pepper,1 lemon, sliced thin,1 1/2 pounds broccoli florets,2 teaspoons sesame oil,1/2 teaspoon red pepper flakes,Pinch of Kosher, sea or table salt",4 to 6 servings,,,"Hate dry, overcooked chicken? Sous vide is the way to go! This method makes juicy, tender chicken every time. Pair it with sous vide broccoli for easy make-ahead lunches and dinners!"
373,Elise Bauer,Chicken with Mango Chutney Sauce,chicken,"['chicken', 'bone', 'skin', 'ripe', 'onion', 'raisins', 'pepper']",10,40,"['dinner', 'gluten-free', 'chicken', 'mango']","2 pounds chicken thighs, bone in, skin on, trimmed of excess fat,Extra virgin olive oil,Salt and Pepper,2 ripe but firm ,, cubed into 1/2-inch cubes,1 tablespoon extra virgin olive oil,1 medium onion, chopped (about 3/4 cup chopped onion),1 garlic clove, minced,1 tablespoon chopped candied ginger (or fresh ginger),2 tablespoons chopped raisins,1/2 teaspoon mustard seeds,Scant pinch of red pepper flakes,4 tablespoons sugar,3 tablespoons white vinegar,1/2 cup water,Salt to taste",Serves 4,5,3.0,"Roasted chicken thighs served with a sweet sour mango chutney sauce with fresh mangos, onion, garlic, vinegar, sugar, ginger, mustard seeds, and red pepper flakes."
374,Sabrina Modelle,Grilled Chicken Caesar Salad,chicken,"['lemon', 'skinless', 'chicken', 'thighs', 'crusty', 'baguette', 'heads', 'lettuce', 'hearts', 'caesar']",10,15,"['salad', 'grill', 'chicken']","1/4 cup olive oil,Zest of one lemon,2 cloves garlic, finely minced,1/2 teaspoon salt,1/2 teaspoon fresh ground black pepper,1 pound boneless skinless chicken thighs,2 tablespoons olive oil,1 clove garlic, minced,1/2 teaspoon salt,1/2 teaspoon fresh ground black pepper,1 loaf crusty baguette, cut into slices about 1/2-inch thick,4 heads romaine lettuce hearts,Heaping 1/2 cup (2 ounces) Parmesan, thinly shaved,Fresh cracked black pepper,1/2 cup Caesar dressing, store-bought or ,, or more as needed",4 main course servings,,,"Chicken Caesar salad is such an easy, fuss-free weeknight meal. Add some smoky summertime flavor by grilling the chicken and the bread croutons! "
375,Sheryl Julian,Maple-Glazed Chicken with Caramelized Onions and Pears,chicken,"['skinless', 'boneless', 'chicken', 'breasts', 'plus', 'onion', 'ripe', 'pears', 'pears', 'syrup']",15,45,"['dinner', '1-pot', 'gluten-free', 'chicken']","4 skinless, boneless chicken breasts (1 1/2 to 2 pounds total),1 teaspoon salt, divided, plus more to taste,1/2 teaspoon ground black pepper, divided, plus more to taste,2 tablespoons olive oil,2 tablespoons butter,1 large Spanish or yellow onion, halved and thinly sliced,2 large ripe firm-fleshed pears (like Bartlett), or 3 smaller pears,2 tablespoons maple syrup,1 tablespoon Dijon mustard,3 tablespoons chopped fresh parsley",4 servings,5,3.0,Maple-Glazed Chicken with Caramelized Onions and Pears! A one-skillet dinner you can serve right from the pan. A little mustard in the glaze gives the chicken some zing.
376,Elise Bauer,Spicy Orange Marinated Chicken,chicken,"['orange', 'juice', 'oranges', 'oranges', 'onion', 'chipotle', 'chili', 'peppers', 'marjoram', 'skinless', 'chicken', 'bone', 'orange']",20,20,"['dinner', 'gluten-free', 'chicken thigh', 'orange']","2 cups freshly squeezed orange juice from 3 to 4 large navel oranges, or 6 small oranges, peeled and chopped,1 onion, chopped (about 1 1/2 cups),1/2 of a 7-ounce-can of chipotle chili peppers in adobo (3 1/2 ounces total),3 cloves garlic, chopped,1/3 cup chopped fresh cilantro,1 tablespoon fresh rosemary leaves, chopped (or 1 teaspoon dried),1 Tbsp fresh thyme leaves (or 1 teaspoon dried),1 Tbsp fresh marjoram or oregano leaves, or 1 teaspoon dried of either,1 teaspoon salt,2 tablespoons extra virgin olive oil,3 pounds boneless skinless chicken thighs (4 pounds if buying bone-in),Chopped fresh cilantro or parsley and orange slices for garnish",Serves 6,5,4.0,"Chicken thighs, pounded thin, marinated in mixture of orange juice, onion, garlic, herbs, and chipotle, then quickly pan fried. Delicious!"
377,Coco Morante,Skillet Chicken with Baby Bok Choy,chicken,"['chicken', 'tamari', 'corn', 'starch', 'chicken', 'breast', 'cutlets', 'fillets', 'heads', 'choy']",10,20,"['dinner', '1-pot', 'gluten-free']","1 cup chicken broth,1 1/2 tablespoons soy sauce (or tamari, if gluten-free),1 tablespoon corn starch,1 pound chicken breast cutlets or fillets,2 tablespoons olive oil, divided,1 pound (6 to 8 small heads) baby bok choy, halved lengthwise,2 cloves garlic, chopped,1 teaspoon sesame seeds (optional)",4 servings,5,2.0,"Chicken cutlets and baby bok choy make a super fast and easy weeknight meal. 30 minutes, start to finish. Cooks all in one pan, so minimal clean up."
378,Sally Vargas,Grilled Chicken Satay with Peanut Sauce,chicken,"['rice', 'lime', 'juice', 'sriracha', 'boneless', 'chicken', 'thighs', 'grill', 'scallions', 'chunky', 'peanut', 'hoisin', 'sriracha', 'lime', 'juice', 'rice', 'cucumbers', 'greens', 'arugula']",20,8,"['appetizer', 'chicken', 'skewer']","1/2 cup brown sugar,1/4 cup unseasoned rice vinegar,1/4 cup lime juice,1/4 cup ,2 tablespoons Sriracha,2 tablespoons finely chopped peeled fresh ginger,1 1/2 pounds skinless, boneless chicken breasts or thighs, cut into 1 1/2-inch-wide strips,Vegetable oil, for the grill,1 tablespoon vegetable oil,1 bunch scallions, finely chopped, including some of the green part,3 tablespoons chunky peanut butter, preferably all-natural and sugar-free,3 tablespoons hoisin sauce,1 tablespoon sriracha, or to taste,1/4 cup lime juice,1/3 to 1/2 cup water,Rice,Sliced cucumbers,Fresh pungent greens such as Thai basil or arugula","4 main course, or 8 appetizer",5,1.0,"Make your own homemade chicken satay, a popular Southeast Asian street food (and restaurant appetizer here in the States!), at home with a delicious marinade! Give it a quick turn on the grill and it's ready in just minutes. "
379,Lisa Lin,BBQ Chicken Burrito Bowl,chicken,"['tomato', 'apple', 'cider', 'honey', 'maple', 'syrup', 'chicken', 'breasts', 'chicken', 'chicken', 'broth', 'chicken', 'rice', 'substitute', 'corn', 'kernels', 'beans', 'romaine', 'lettuce', 'salsa', 'cheddar', 'monterey', 'jack', 'tortilla', 'chips']",15,10,"['dinner', 'bbq', 'gluten-free', 'chicken breast']","1 cup ketchup,1/2 cup tomato sauce,2 tablespoons distilled white vinegar (apple cider vinegar also works),2 tablespoons Worcestershire sauce,1 tablespoon honey (light brown sugar or maple syrup also works),2 1/2 teaspoons paprika,1/2 teaspoon granulated garlic,1/2 teaspoon salt,1/4 teaspoon ground cumin,1 pound (450g) chicken breasts (or substitute 2 cups cooked, shredded chicken),4 cups chicken broth or water, for cooking the chicken,1 cup uncooked brown rice (or substitute 3 cups cooked rice),1 1/4 cup fresh or frozen corn kernels,1 15-ounce (425g) can black beans, drained and rinsed,6 to 8 romaine lettuce leaves, chopped into strips,1 cup , or your favorite salsa,1 cup shredded cheddar or monterey jack cheese, optional,Crushed tortilla chips, for topping",4 servings,,,"Make-ahead BBQ Chicken Burrito Bowl with corn, black beans, and pico de gallo. Great for lunch or dinner during busy weeks!"
380,Elise Bauer,Herbed Chicken Tenders with Tomato Sauce,chicken,"['chicken', 'tenders', 'breadcrumbs', 'herbs', 'onion', 'tomato', 'tomato', 'tomatoes']",10,25,"['appetizer', 'dinner', 'italian', 'chicken breast']","2 pounds chicken tenders (about 12 pieces),1 1/2 cups buttermilk (See Recipe Note),1 cup breadcrumbs,2 tablespoons Italian seasoning herbs (See Recipe Note),1/2 teaspoon salt,2 tablespoons butter, melted,2 tablespoons extra virgin olive oil,1/4 cup minced onion,1 chopped garlic clove,1 tablespoons tomato paste,1 15-ounce can tomato sauce or crushed tomatoes,1 teaspoon salt,1 teaspoon sugar",Serves 4 to 6,5,6.0,"Chicken tenders, baked with an herbed breadcrumb coating, served with simple Italian tomato dipping sauce."
381,Elise Bauer,Red Chile Marinated Grilled Chicken,chicken,"['bone', 'skin', 'chicken', 'parts', 'thighs', 'mexican', 'chili', 'chili', 'ingredients', 'makers', 'wheat', 'products', 'cider', 'allspice', 'couple', 'grinder', 'avocado', 'cabbage', 'radishes']",10,60,"['mexican and tex mex', 'paleo', 'chicken thigh', 'grilled chicken']","3 pounds bone-in, skin-on chicken parts, preferably thighs, trimmed of excess skin and fat,Salt,1 1/4 cup Mexican red chili sauce, either ,* or canned (if you are gluten intolerant and are using canned chili sauce, make sure to read the ingredients on the can, some makers put wheat products in their sauce),1 tablespoon extra virgin olive oil,2 tablespoons white or cider vinegar,1/2 teaspoon ground cloves,1/2 teaspoon ground allspice,1 teaspoon cinnamon,1/4 teaspoon ground cumin,A couple of turns on a black pepper grinder,A pinch of dried oregano, crushed,1 teaspoon minced garlic,Avocado slices,Thinly sliced lettuce or cabbage,Thinly sliced radishes,Cilantro",Serves 4-6,5,6.0,"Chicken pieces marinated in a spicy, flavorful red chili sauce, then grilled or baked.  Pollo adobado recipe."
382,Elise Bauer,Mediterranean Chicken Salad,chicken,"['onion', 'wine', 'boneless', 'skinless', 'chicken', 'capers', 'olives', 'chile', 'lettuce', 'appetizer', 'boats', 'lettuce', 'lettuce', 'pasta', 'batch', 'salad', 'pasta', 'option']",10,25,"['make-ahead', 'mediterranean', 'chicken salad']","1/2 cup minced red onion,2 tablespoons red wine vinegar,1 pound boneless, skinless chicken breasts,Salt,2 tablespoons extra virgin olive oil,1 tablespoon capers,3/4 cup mixed pitted deli olives, sliced,1 pinch of red chile flakes,1 tablespoon chopped fresh oregano or basil (or both!),2 tablespoons chopped fresh parsley,Black pepper to taste,Endive lettuce for appetizer boats, or chopped to add to the salad,Butter lettuce for lettuce cups,Fusilli pasta, about 1/4 pound dry for one batch of the salad (use gluten-free pasta for gluten-free option)",Serves 4,5,6.0,"Easy, healthy Mediterranean style chicken salad! With olive oil, vinegar, olives, capers, onions and fresh herbs."
